iso,start_year,end_year,domestic_annualised,sleeve_annualised,excess_pp
NLD,1939,2006,0.06858304919942015,0.07681886773046354,0.8235818531043382
NLD,1940,2007,0.07014563641951654,0.0763249789992908,0.6179342579774261
NLD,1941,2008,0.04834321432623723,0.0674828782747352,1.9139663948497976
NLD,1942,2009,0.06102283495425298,0.07075627160189302,0.9733436647640037
NLD,1943,2010,0.06175760892349236,0.07170736783888065,0.9949758915388296
NLD,1944,2011,0.05735054373763693,0.0685421872122125,1.1191643474575574
NLD,1945,2012,0.058263212064696424,0.0701552353239312,1.1892023259234774
NLD,1946,2013,0.06408360448712225,0.07033193622393474,0.6248331736812496
NLD,1947,2014,0.06857606460055932,0.06070186901500696,-0.7874195585552357
NLD,1948,2015,0.06728217032305817,0.06568696325234047,-0.15952070707176969
NLD,1949,2016,0.06704126983483016,0.07139913803699649,0.4357868202166326
NLD,1950,2017,0.07058594635726978,0.07027794617489724,-0.030800018237253646
NLD,1951,2018,0.06977248800558189,0.06823604652064463,-0.15364414849372565
NLD,1952,2019,0.07507421066284903,0.06859095641738722,-0.6483254245461811
NLD,1953,2020,0.07806091686800842,0.06751450954268279,-1.0546407325325635
NOR,1890,1957,0.02840041059536147,0.06126652973183733,3.2866119136475858
NOR,1891,1958,0.025769702188282784,0.06334748315144134,3.757778096315856
NOR,1892,1959,0.02795860829854968,0.06868467029647096,4.072606199792128
NOR,1893,1960,0.02971073879796915,0.06942101404264123,3.9710275244672077
NOR,1894,1961,0.030172464527072007,0.07004672298568337,3.9874258458611367
NOR,1895,1962,0.02513965188286371,0.06673070520972191,4.15910533268582
NOR,1896,1963,0.025363444116493605,0.06604729999258163,4.068385587608803
NOR,1897,1964,0.023608062297373333,0.06455172948153076,4.094366718415743
NOR,1898,1965,0.02104675994187022,0.06315873565279428,4.2111975710924066
NOR,1899,1966,0.01903408556449171,0.061556646832449546,4.252256126795784
NOR,1900,1967,0.01878441261196051,0.061936808012376776,4.315239540041627
NOR,1901,1968,0.020855023098692582,0.06492493815481093,4.406991505611835
NOR,1902,1969,0.022804959489493903,0.06607845342089158,4.327349393139768
NOR,1903,1970,0.025863468598387174,0.06279454537210483,3.6931076773717653
NOR,1904,1971,0.02274613414245885,0.06252751999565609,3.9781385853197238
NOR,1905,1972,0.0238759239496249,0.06435740483425745,4.048148088463255
NOR,1906,1973,0.02717270389670401,0.061864362853112365,3.4691658956408356
NOR,1907,1974,0.017543962346995956,0.05408356341340781,3.6539601066411853
NOR,1908,1975,0.01348201603561483,0.056826725093963804,4.334470905834897
NOR,1909,1976,0.01327713406997777,0.05374185408761112,4.046472001763335
NOR,1910,1977,0.006823815621396223,0.05040167413859198,4.3577858517195756
NOR,1911,1978,0.006312879545521177,0.051704211161688995,4.539133161616782
NOR,1912,1979,0.011688897596842995,0.05207071282088216,4.038181522403916
NOR,1913,1980,0.010196949886796425,0.054138932824809194,4.394198293801277
NOR,1914,1981,0.011143866604449881,0.053832822615951015,4.268895601150113
NOR,1915,1982,0.00748183107145306,0.055094241701707736,4.761241063025468
NOR,1916,1983,0.015576672045889417,0.0606108716668079,4.503419962091848
