credit,strategy,label,cec_crra_gamma5,cec_ez_gamma5_psi1.5,prob_ruin,median_wealth_at_retirement,median_bequest,p5_retirement_consumption,mean_retirement_consumption,n_paths
0.4286,domestic_020,20% domestic equity,1.0965944048912206,1.3302320928359392,0.08852,22.614681831533005,52.71115893554364,0.7832224159579981,1.7943762704054933,100000
0.4286,domestic_030,30% domestic equity,1.106530982375052,1.345284747400318,0.08507,23.15374374624082,56.91049361923008,0.7903670203086962,1.8236784230734981,100000
0.4286,domestic_040,40% domestic equity,1.1051395043539842,1.3421115501108243,0.08839,23.587081020495354,60.87028305627882,0.7885157225230213,1.8516839515929293,100000
0.4286,domestic_050,50% domestic equity,1.0934519529045224,1.3220505879086772,0.0965,23.94537286868744,63.42594646668663,0.7802428122765732,1.878714783140157,100000
0.4286,domestic_060,60% domestic equity,1.0735658036801072,1.289159822771241,0.10853,24.154110828896613,64.9131973778646,0.766948312669064,1.904531544723832,100000
0.4286,domestic_070,70% domestic equity,1.0486369268603117,1.248754628665593,0.12245,24.213696305238116,64.91206632142143,0.7474741011633788,1.929485530988486,100000
0.4286,domestic_080,80% domestic equity,1.0210945088285253,1.2052485390433771,0.13851,24.1110771885307,63.1201754264924,0.726118558616292,1.953437848780534,100000
0.4286,domestic_090,90% domestic equity,0.9925819230584599,1.1612432750316972,0.15657,23.885756155815884,59.838572048856534,0.7043543478927186,1.9760367837782593,100000
0.4286,domestic_100,100% domestic equity,0.9634935195748399,1.1180432028033478,0.17838,23.426318820320667,54.8623685648581,0.6815288490233,1.9963628409648817,100000
0.5,balanced_all_equity,50/50 Domestic/International Equity,1.1065077723948515,1.343544945679604,0.09104,24.725486148265922,69.48535363714456,0.7894675404308764,1.9218788076308735,100000
0.5,domestic_equity,100% Domestic Equity,0.9778635595280926,1.1402264729640392,0.16822,24.984154744574347,65.95789968256463,0.6914369682284879,2.0988023235118884,100000
0.5,international_equity,100% International Equity,1.0469930412547468,1.2543883052114682,0.12122,21.226082774301712,42.796109565028544,0.7529089180806426,1.731495329536707,100000
0.5,sixty_forty,60/40 Domestic Equity/Domestic Bonds,0.931836172142484,1.0546284497506755,0.17657,17.17143969811942,24.80741681356588,0.6625548191539641,1.4997788062042399,100000
0.5,target_date_fund,Target-Date Fund (glide path),0.9847674272799072,1.114673463764767,0.19372,19.11077523916505,13.762708451570251,0.7130391438494927,1.5597957220901681,100000
0.5,bills_only,100% Bills (cash),0.738999359783288,0.7664522001573014,0.56357,6.395067469984038,0.0,0.5405300135722927,0.908272012393883,100000
0.5,domestic_000,0% domestic equity,1.0469930412547468,1.2543883052114682,0.12122,21.226082774301712,42.796109565028544,0.7529089180806426,1.731495329536707,100000
0.5,domestic_010,10% domestic equity,1.0788350865321787,1.303355710407086,0.09959,22.106585611938762,48.99328180064322,0.7743589106115933,1.7711166078766125,100000
0.5,domestic_020,20% domestic equity,1.102383055872573,1.3399565804133338,0.08598,22.906625086066256,54.71261139686544,0.7869408534014894,1.8098285675005499,100000
0.5,domestic_030,30% domestic equity,1.1151792347414309,1.3598316413337543,0.08126,23.59283511387962,60.15454890762817,0.796205246023163,1.8477331579300327,100000
0.5,domestic_040,40% domestic equity,1.1162727772327372,1.3607023529482996,0.08399,24.20418091898057,65.41053184837656,0.7967865671935044,1.8849520134146949,100000
0.5,domestic_050,50% domestic equity,1.1065077723948515,1.343544945679604,0.09104,24.725486148265922,69.48535363714456,0.7894675404308764,1.9218788076308735,100000
0.5,domestic_060,60% domestic equity,1.0877596796410942,1.3122978263303589,0.10247,25.111564066566736,72.37246476229816,0.7765289387336954,1.9581990795906583,100000
0.5,domestic_070,70% domestic equity,1.0633583818497154,1.272478973283391,0.1159,25.33225346236852,73.71705382370197,0.7584972855380464,1.9943859169264946,100000
0.5,domestic_080,80% domestic equity,1.0359631417822155,1.2287897807712886,0.13079,25.39565398116803,72.92019066051446,0.7370240783446746,2.030116272280978,100000
0.5,domestic_090,90% domestic equity,1.0072908441565345,1.184245945413003,0.1472,25.30049213761466,70.48468619852854,0.7140354004936365,2.0652695353341857,100000
0.5,domestic_100,100% domestic equity,0.9778635595280926,1.1402264729640392,0.16822,24.984154744574347,65.95789968256463,0.6914369682284879,2.0988023235118884,100000
0.6,balanced_all_equity,50/50 Domestic/International Equity,1.124991860342827,1.3743730248857162,0.0839,25.901835520548204,78.72151088722107,0.802866185977069,1.9851066303961524,100000
0.6,domestic_equity,100% Domestic Equity,0.9981191875297062,1.171841165422953,0.15495,27.35326565834476,84.50311451567055,0.7055408566932645,2.2567963116356307,100000
0.6,international_equity,100% International Equity,1.0469930412547468,1.2543883052114682,0.12122,21.226082774301712,42.796109565028544,0.7529089180806426,1.731495329536707,100000
0.6,sixty_forty,60/40 Domestic Equity/Domestic Bonds,0.9447582705669241,1.074244923457823,0.16699,18.091790935329996,29.21649212533896,0.6709761109086064,1.549815318793154,100000
0.6,target_date_fund,Target-Date Fund (glide path),0.99598024776485,1.131506902484971,0.1873,19.880129597529887,15.14440631217948,0.7216630004496543,1.5995066787803542,100000
0.6,bills_only,100% Bills (cash),0.738999359783288,0.7664522001573014,0.56357,6.395067469984038,0.0,0.5405300135722927,0.908272012393883,100000
0.6,domestic_000,0% domestic equity,1.0469930412547468,1.2543883052114682,0.12122,21.226082774301712,42.796109565028544,0.7529089180806426,1.731495329536707,100000
0.6,domestic_010,10% domestic equity,1.0828251531718334,1.3099841940188475,0.09727,22.298516928900728,50.32817295912404,0.7768159052148528,1.7816711753626835,100000
0.6,domestic_020,20% domestic equity,1.1104909015697237,1.353746018954318,0.08236,23.321231150677917,57.516679621105,0.7927479132662417,1.8318447584641933,100000
0.6,domestic_030,30% domestic equity,1.1273746557636466,1.3805628884128571,0.0768,24.23242472479727,64.88880657918108,0.8043628327303712,1.8823143635181387,100000
0.6,domestic_040,40% domestic equity,1.132023849258465,1.3873002424303722,0.07781,25.1044225599511,72.21673075135521,0.8070509727403993,1.9332515843284606,100000
0.6,domestic_050,50% domestic equity,1.124991860342827,1.3743730248857162,0.0839,25.901835520548204,78.72151088722107,0.802866185977069,1.9851066303961524,100000
0.6,domestic_060,60% domestic equity,1.1080654481304617,1.3455053457127546,0.09449,26.529390800031194,84.04252358876711,0.7910796598275847,2.0376623170900516,100000
0.6,domestic_070,70% domestic equity,1.084357238338363,1.3065090241227766,0.10706,27.002363925186142,87.72089032438701,0.7726495148940171,2.091324663633433,100000
0.6,domestic_080,80% domestic equity,1.0570744235887437,1.2625221919858813,0.12098,27.31265374819352,89.10775285924505,0.751433667345203,2.1460121851327987,100000
0.6,domestic_090,90% domestic equity,1.0281193272015408,1.2170518505002141,0.13606,27.442419048855207,88.26524485162403,0.7291031939702258,2.201429003942669,100000
0.6,domestic_100,100% domestic equity,0.9981191875297062,1.171841165422953,0.15495,27.35326565834476,84.50311451567055,0.7055408566932645,2.2567963116356307,100000
